0, ML, 62, OFFSET, 2490571
1, ML, 5, OFFSET, 1331256
2, ML, 0, OFFSET, 1020278
3, ML, 0, OFFSET, 870839
4, ML, 270354, OFFSET, 726184
5, ML, 4282106, OFFSET, 620819
6, ML, 3109468, OFFSET, 553636
7, ML, 2406298, OFFSET, 523464
8, ML, 1874276, OFFSET, 467285
9, ML, 1331756, OFFSET, 430056
10, ML, 1161609, OFFSET, 397169
11, ML, 941872, OFFSET, 381193
12, ML, 701971, OFFSET, 338870
13, ML, 588180, OFFSET, 317299
14, ML, 774463, OFFSET, 319806
15, ML, 754267, OFFSET, 290612
16, ML, 418644, OFFSET, 272023
17, ML, 383733, OFFSET, 259122
18, ML, 395137, OFFSET, 267586
19, ML, 376369, OFFSET, 236657
20, ML, 430968, OFFSET, 224215
21, ML, 484121, OFFSET, 220077
22, ML, 331349, OFFSET, 226337
23, ML, 269917, OFFSET, 200611
24, ML, 180548, OFFSET, 192748
25, ML, 155694, OFFSET, 196773
26, ML, 178273, OFFSET, 187014
27, ML, 160724, OFFSET, 173173
28, ML, 123844, OFFSET, 168439
29, ML, 103583, OFFSET, 179394
30, ML, 178968, OFFSET, 160065
31, ML, 139329, OFFSET, 153385
32, ML, 86573, OFFSET, 150929
33, ML, 75071, OFFSET, 160208
34, ML, 79518, OFFSET, 141246
35, ML, 68837, OFFSET, 136766
36, ML, 56174, OFFSET, 136879
37, ML, 54226, OFFSET, 141457
38, ML, 63169, OFFSET, 126379
39, ML, 54245, OFFSET, 122645
40, ML, 40712, OFFSET, 133884
41, ML, 51330, OFFSET, 119556
42, ML, 105718, OFFSET, 114408
43, ML, 96793, OFFSET, 112917
44, ML, 70133, OFFSET, 124138
45, ML, 45155, OFFSET, 107544
46, ML, 32001, OFFSET, 105381
47, ML, 26589, OFFSET, 104831
48, ML, 23678, OFFSET, 114324
49, ML, 21594, OFFSET, 99239
50, ML, 25012, OFFSET, 96207
51, ML, 24532, OFFSET, 108321
52, ML, 38416, OFFSET, 97550
53, ML, 27790, OFFSET, 91021
54, ML, 36856, OFFSET, 89896
55, ML, 48087, OFFSET, 99484
56, ML, 61378, OFFSET, 87051
57, ML, 94616, OFFSET, 84611
58, ML, 102742, OFFSET, 84060
59, ML, 122274, OFFSET, 93003
60, ML, 120230, OFFSET, 80666
61, ML, 54955, OFFSET, 78725
62, ML, 34112, OFFSET, 80607
63, ML, 18484, OFFSET, 107845
64, ML, 15286, OFFSET, 93887
